Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_multiplier,supply_multiplier,adjusted_ride_cost,profit_percentage
83,2.880009005515603,Urban,Regular,80,4.77,Night,Premium,64,295.5887110300315,1.0246913580246915,2.7142857142857144,6.713104906287173,178.1305114638448
44,3.0868124968095176,Rural,Regular,15,4.0,Evening,Economy,98,353.33854512223814,1.1,2.235294117647059,6.768259998933301,145.88235294117652
91,4.74925430870751,Urban,Gold,61,4.39,Night,Economy,15,62.25429041832141,1.123456790123457,0.5205479452054794,4.042208882036446,-10.123456790123436
54,3.021796196582768,Suburban,Regular,8,4.5,Afternoon,Premium,67,266.0685899337195,1.35,2.375,6.750027695543119,220.62500000000003
59,3.9523174472404716,Rural,Silver,86,4.67,Night,Premium,95,340.1282671016029,1.475,1.027027027027027,6.246587970187087,51.48648648648647
72,4.12557214693203,Suburban,Gold,28,4.87,Afternoon,Economy,132,443.258155352454,1.8,0.8837209302325582,6.559742307162084,59.06976744186046
47,2.4261372562229817,Rural,Gold,49,4.44,Evening,Economy,96,265.05527443495566,1.175,1.2222222222222223,5.944500878650178,43.61111111111114
32,3.367537919264461,Rural,Silver,49,4.65,Night,Economy,60,221.4343854791753,0.8,1.7272727272727273,5.726789309185441,38.18181818181818
45,2.8021934018688746,Rural,Regular,96,4.84,Night,Economy,112,393.2308288248255,1.125,2.923076923076923,7.165589649978233,228.84615384615384
72,4.178331127370225,Urban,Silver,82,4.42,Night,Premium,40,151.58040412487964,1.8,0.8444444444444444,5.444157383727696,52.0
56,2.9530197178004727,Urban,Gold,34,4.72,Night,Premium,78,313.9950046053331,1.4,2.533333333333333,7.016282828988428,254.6666666666666
42,3.367537919264461,Rural,Silver,67,3.81,Afternoon,Premium,82,366.1515260551269,1.05,1.7272727272727273,6.49988586623038,81.36363636363637
52,2.880009005515603,Suburban,Silver,87,3.54,Afternoon,Premium,98,425.97356882411634,1.3,2.7142857142857144,7.315935474089783,252.85714285714283
81,3.4165954829189302,Urban,Gold,39,4.3,Evening,Economy,143,359.0531279855558,2.025,1.6521739130434783,7.091964118899031,234.5652173913043
77,3.509113973502143,Rural,Regular,70,4.27,Afternoon,Premium,52,260.34417984860374,1.925,1.52,6.63695270320478,192.60000000000005
27,2.033671478440892,Urban,Gold,2,4.42,Night,Economy,86,320.30170917475425,0.675,1.8333333333333333,6.154382057423186,46.666666666666686
74,3.8556285521874916,Rural,Regular,18,4.66,Morning,Premium,140,454.49212153190336,1.85,1.1176470588235294,6.846655423750589,106.76470588235296
92,4.681889739291295,Urban,Silver,88,4.69,Afternoon,Economy,18,45.11502370436019,1.1358024691358024,0.5507246376811594,3.737512564399292,-9.135802469135793
77,3.8556285521874916,Rural,Gold,33,4.13,Night,Premium,48,223.6621142931812,1.925,1.1176470588235294,6.178364068604852,115.1470588235294
66,2.033671478440892,Rural,Regular,23,4.2,Evening,Economy,45,173.1577542620492,1.65,1.8333333333333333,6.263021442351792,202.5
77,4.012805430898135,Urban,Regular,23,4.29,Morning,Economy,167,592.240499627505,1.925,0.9743589743589743,7.013763105421865,87.56410256410257
35,3.021796196582768,Urban,Regular,31,4.75,Afternoon,Premium,113,379.3078104185831,0.875,2.375,6.671081915560418,107.8125
48,3.982931771429641,Rural,Gold,40,3.7,Evening,Premium,80,360.7111703191874,1.2,1.0,6.072706699121296,19.999999999999996
61,3.148466777251928,Rural,Gold,84,3.93,Evening,Premium,58,203.49261837786293,1.525,2.111111111111111,6.48636378620775,221.94444444444446
71,3.316399554147018,Suburban,Silver,82,4.88,Afternoon,Premium,126,553.5451307734787,1.775,1.8095238095238095,7.4837697232167955,221.19047619047615
95,2.179864811772348,Rural,Gold,40,4.68,Evening,Economy,95,283.46644254307614,1.1728395061728396,1.5714285714285714,6.2604188809862285,84.30335097001763
76,4.152231573271074,Suburban,Gold,20,3.56,Afternoon,Premium,105,435.14534513079855,1.9,0.8636363636363636,6.572330027848949,64.0909090909091
32,2.8021934018688746,Suburban,Regular,21,4.64,Afternoon,Economy,156,685.7681264991488,0.8,2.923076923076923,7.3806561995985165,133.84615384615384
49,3.713594492099215,Rural,Silver,57,4.83,Evening,Economy,154,630.8608868741742,1.225,1.2666666666666666,6.887436043922898,55.16666666666667
38,3.0868124968095176,Urban,Silver,92,4.41,Afternoon,Premium,138,546.1568747653598,0.95,2.235294117647059,7.056847633024703,112.3529411764706
92,3.888709293786176,Suburban,Regular,46,4.72,Morning,Economy,45,115.35700254441711,1.1358024691358024,1.0857142857142856,4.96461433139434,23.31569664902998
40,3.675352035949153,Suburban,Silver,26,4.26,Night,Economy,152,404.0498951423794,1.0,1.3103448275862069,6.273715692838338,31.034482758620673
55,4.09832769608397,Suburban,Silver,24,4.49,Afternoon,Economy,45,156.03832988580584,1.375,0.9047619047619048,5.2736102068217,24.404761904761916
58,3.8556285521874916,Rural,Gold,19,4.55,Morning,Premium,131,501.26295506529306,1.45,1.1176470588235294,6.701150268634955,62.05882352941177
34,1.8659927139402679,Urban,Regular,26,4.85,Evening,Premium,152,562.4369764527329,0.85,2.2,6.95916785492364,87.00000000000001
70,4.228943364097925,Suburban,Silver,3,3.66,Morning,Premium,53,216.8024750869831,1.75,0.8085106382978723,5.7292956875514145,41.489361702127646
51,3.4637385108011927,Rural,Gold,25,4.68,Afternoon,Premium,16,120.09069016935676,1.275,1.5833333333333333,5.49484208249085,101.87499999999999
88,4.434298078127612,Rural,Regular,11,4.36,Afternoon,Economy,60,221.1576532597614,1.0864197530864197,0.6785714285714286,5.263808912320703,-13.086419753086417
25,2.3095478330554635,Suburban,Silver,83,3.53,Evening,Economy,121,492.7012709061221,0.625,1.375,6.297056644507446,10.000000000000014
34,3.207096731201231,Rural,Regular,51,4.2,Night,Premium,166,754.2344800100251,0.85,2.0,7.157111158571334,70.0
40,2.9530197178004727,Urban,Regular,90,3.62,Night,Premium,42,211.52772882563164,1.0,2.533333333333333,6.285756438419026,153.33333333333334
26,2.179864811772348,Suburban,Gold,58,4.91,Afternoon,Economy,161,460.75927538572495,0.65,1.5714285714285714,6.363442210740523,25.714285714285722
81,4.09832769608397,Suburban,Regular,88,4.14,Afternoon,Economy,47,164.10747354764283,2.025,0.9047619047619048,5.709328186941623,83.21428571428572
80,4.434298078127612,Suburban,Gold,63,4.57,Night,Premium,43,213.6962129956236,2.0,0.6785714285714286,5.837479514206757,60.00000000000001
64,3.207096731201231,Rural,Gold,86,4.68,Night,Premium,171,732.9893961300692,1.6,2.0,7.7607082906515386,220.00000000000006
45,3.148466777251928,Rural,Gold,68,4.07,Morning,Economy,136,350.6012026111729,1.125,2.111111111111111,6.725847064192448,137.50000000000003
84,4.277580391897415,Urban,Regular,32,4.25,Night,Premium,53,192.8798062051633,1.037037037037037,0.7755102040816326,5.081521141923686,-17.037037037037045
34,3.021796196582768,Urban,Silver,47,4.12,Evening,Economy,93,294.11580585015537,0.85,2.375,6.388134899579682,101.875
67,3.7866679764325752,Suburban,Regular,40,4.47,Afternoon,Premium,13,82.52418774801069,1.675,1.1875,5.106828521429793,98.90624999999999
93,3.4165954829189302,Suburban,Silver,34,4.23,Evening,Premium,125,386.169069413996,1.1481481481481481,1.6521739130434783,6.597881742286616,89.6940418679549
100,4.324393838974099,Urban,Silver,56,3.58,Night,Economy,89,310.9003272621974,1.2345679012345678,0.7450980392156863,5.7303012289708795,-1.23456790123457
35,3.367537919264461,Suburban,Gold,15,4.23,Morning,Premium,120,373.96284065200393,0.875,1.7272727272727273,6.338936490797129,51.13636363636365
36,2.8021934018688746,Rural,Silver,31,4.71,Night,Economy,71,221.55110013131716,0.9,2.923076923076923,6.369643787544955,163.07692307692307
28,3.148466777251928,Suburban,Regular,100,3.7,Afternoon,Economy,127,531.1127009643968,0.7,2.111111111111111,6.800159310345154,68.8888888888889
21,2.4261372562229817,Urban,Gold,10,3.88,Morning,Premium,108,324.9426389036563,0.525,1.2222222222222223,5.764318281148166,-2.2222222222222143
26,2.9530197178004727,Urban,Regular,35,5.0,Morning,Premium,161,493.4068923175674,0.65,2.533333333333333,6.908726109337411,102.66666666666669
97,3.316399554147018,Suburban,Regular,59,3.87,Evening,Premium,174,778.6333560141928,1.1975308641975309,1.8095238095238095,7.431458319685462,116.69606114050559
26,2.9530197178004727,Urban,Silver,10,3.71,Morning,Premium,171,720.1572085631501,0.65,2.533333333333333,7.286546863516323,102.66666666666669
91,4.434298078127612,Urban,Gold,17,4.66,Night,Economy,10,38.23523523879646,1.123456790123457,0.6785714285714286,3.5657087104361667,-10.123456790123434
65,4.253498873599125,Rural,Silver,12,4.37,Afternoon,Premium,140,573.5891064527985,1.625,0.7916666666666666,6.61561774687943,30.000000000000004
88,3.635872280930758,Urban,Gold,22,4.99,Night,Premium,154,682.016246966075,1.0864197530864197,1.3571428571428572,6.914316743271155,47.4426807760141
82,2.8021934018688746,Suburban,Gold,32,3.58,Night,Economy,148,516.4367273015673,1.0123456790123457,2.923076923076923,7.332513814678163,195.91642924976261
65,4.041974204165416,Urban,Silver,48,3.59,Evening,Economy,121,492.5196024192815,1.625,0.95,6.635063142277946,54.37499999999999
41,2.033671478440892,Urban,Silver,56,4.32,Night,Economy,11,49.234784001519046,1.025,1.8333333333333333,4.538179219382331,87.91666666666664
85,3.920923861501161,Rural,Silver,64,4.32,Evening,Economy,152,506.6928860981053,1.0493827160493827,1.0555555555555556,6.331954533430685,10.768175582990384
35,2.8021934018688746,Rural,Silver,80,3.8,Afternoon,Economy,93,304.3133394836575,0.875,2.923076923076923,6.658447263327054,155.76923076923075
83,3.675352035949153,Urban,Silver,78,4.42,Afternoon,Premium,23,111.179341237614,1.0246913580246915,1.3103448275862069,5.01250283328951,34.26990208599406
91,3.7506765155716404,Urban,Regular,12,4.39,Night,Economy,39,163.21458328772866,1.123456790123457,1.2258064516129032,5.419514240105929,37.71405814416569
44,3.635872280930758,Rural,Regular,31,4.92,Night,Premium,132,402.856989480614,1.1,1.3571428571428572,6.4009348475411425,49.28571428571431
96,2.7188773334623453,Suburban,Gold,15,4.97,Night,Economy,90,289.2351908680133,1.1851851851851851,3.1666666666666665,6.9907395025786085,275.3086419753086
77,4.203894362080723,Suburban,Regular,97,4.2,Afternoon,Premium,25,150.53929481479082,1.925,0.8260869565217391,5.482263455945612,59.02173913043479
91,4.859182957080875,Rural,Gold,74,4.74,Night,Economy,46,194.93555934032696,1.123456790123457,0.475,5.171627331077626,-10.123456790123447
93,4.09832769608397,Rural,Silver,75,4.66,Morning,Economy,160,674.6485035775572,1.1481481481481481,0.9047619047619048,6.553684571728986,3.880070546737229
41,2.4261372562229817,Rural,Silver,73,3.51,Morning,Economy,150,551.5572340398235,1.025,1.2222222222222223,6.539555096727764,25.27777777777778
61,4.152231573271074,Suburban,Regular,69,4.54,Afternoon,Economy,52,132.2147645898824,1.525,0.8636363636363636,5.165544855767844,31.70454545454543
83,2.532082587647967,Urban,Gold,28,3.91,Afternoon,Economy,23,70.11182411078714,1.0246913580246915,1.1,4.382367555151864,12.716049382716063
59,3.367537919264461,Rural,Regular,79,4.38,Morning,Premium,93,346.2847096470098,1.475,1.7272727272727273,6.783595830906813,154.77272727272728
42,3.7506765155716404,Suburban,Gold,62,4.95,Night,Premium,13,102.04473025177862,1.05,1.2258064516129032,4.885385273243477,28.70967741935483
81,3.021796196582768,Suburban,Regular,73,4.89,Night,Economy,125,494.1401793052489,2.025,2.375,7.7738070761608675,380.9375
72,3.207096731201231,Rural,Gold,89,4.74,Morning,Premium,45,183.658314681842,1.8,2.0,6.495522219151219,260.00000000000006
43,2.4261372562229817,Rural,Silver,2,4.12,Morning,Economy,126,436.5576476487414,1.075,1.2222222222222223,6.353653684458278,31.388888888888882
74,3.8216325754759755,Urban,Silver,82,4.13,Afternoon,Economy,10,31.362081322241885,1.85,1.1515151515151516,4.216720543431899,113.03030303030303
68,4.178331127370225,Rural,Silver,65,4.19,Evening,Economy,112,323.4791093139413,1.7,0.8444444444444444,6.142837585318988,43.55555555555555
36,2.8021934018688746,Urban,Silver,84,4.88,Evening,Premium,140,505.3840569466695,0.9,2.923076923076923,7.193346787780181,163.07692307692307
51,1.8659927139402679,Urban,Gold,0,4.59,Afternoon,Premium,92,320.8576215627125,1.275,2.2,6.803511504518247,180.50000000000003
63,3.4165954829189302,Urban,Silver,48,4.09,Evening,Economy,49,214.5660524456202,1.575,1.6521739130434783,6.326754271084327,160.2173913043478
96,3.675352035949153,Urban,Regular,84,3.65,Night,Economy,176,758.5015334295354,1.1851851851851851,1.3103448275862069,7.072382756538104,55.3001277139208
94,4.495900117373556,Suburban,Regular,84,4.38,Morning,Premium,175,665.7295341217325,1.1604938271604939,0.6440677966101694,6.428202217783913,-7.160493827160493
74,3.7866679764325752,Suburban,Regular,2,4.7,Evening,Premium,38,171.06636292972274,1.85,1.1875,5.9317448396456784,119.68749999999999
91,2.8021934018688746,Rural,Silver,32,3.6,Morning,Premium,160,647.3526381087524,1.123456790123457,2.923076923076923,7.662408619991551,228.39506172839506
69,2.7188773334623453,Suburban,Regular,42,4.34,Afternoon,Premium,158,608.1282399929386,1.725,3.1666666666666665,8.108593328382302,446.25000000000006
51,3.262991278058612,Rural,Silver,57,3.68,Night,Economy,67,246.92292493661097,1.275,1.9,6.39554667543855,142.25
45,3.0868124968095176,Rural,Gold,10,4.93,Night,Premium,148,430.0665305032927,1.125,2.235294117647059,6.987019992459504,151.47058823529412
92,3.8556285521874916,Suburban,Regular,98,3.99,Night,Economy,140,396.6387527092545,1.1358024691358024,1.1176470588235294,6.223575094353743,26.942628903413212
69,3.920923861501161,Suburban,Gold,55,4.74,Morning,Economy,109,436.0114486061054,1.725,1.0555555555555556,6.678221578254201,82.08333333333336
56,2.880009005515603,Suburban,Silver,30,3.67,Night,Economy,48,202.9454568505992,1.4,2.7142857142857144,6.6492341769382834,280.0
43,3.552852430579554,Rural,Regular,59,4.91,Afternoon,Economy,175,731.7816872483901,1.075,1.4615384615384615,7.048161893915853,57.11538461538459
86,4.253498873599125,Urban,Silver,37,4.15,Night,Economy,84,216.05054809363543,1.0617283950617284,0.7916666666666666,5.217701501929972,-15.061728395061724
61,3.8556285521874916,Urban,Gold,82,3.99,Night,Premium,10,83.86835620425342,1.525,1.1176470588235294,4.96943970897384,70.44117647058822
50,3.920923861501161,Suburban,Gold,18,4.61,Night,Economy,145,572.2420492964254,1.25,1.0555555555555556,6.628096391626039,31.944444444444446
73,3.8556285521874916,Urban,Regular,95,4.31,Morning,Premium,21,118.8070474355678,1.825,1.1176470588235294,5.494424437988969,103.9705882352941
76,2.179864811772348,Urban,Gold,76,4.35,Morning,Economy,72,245.8935711917164,1.9,1.5714285714285714,6.600098974161346,198.5714285714285
87,4.070471320245163,Urban,Regular,87,4.36,Night,Economy,87,387.1117403297744,1.0740740740740742,0.926829268292683,5.9567780360992915,-0.45167118337848644
53,3.8216325754759755,Rural,Regular,40,3.8,Morning,Premium,139,507.9505746530285,1.325,1.1515151515151516,6.654164681690804,52.57575757575758
71,2.3095478330554635,Suburban,Silver,57,3.68,Night,Economy,75,249.302974601016,1.775,1.375,6.412565233957693,144.06249999999997
32,1.8659927139402679,Rural,Gold,80,3.55,Night,Economy,14,45.91711193197189,0.8,2.2,4.404449808183989,76.00000000000001
91,3.713594492099215,Suburban,Gold,34,3.69,Afternoon,Economy,96,424.6120578300381,1.123456790123457,1.2666666666666666,6.405628674485788,42.30452674897121
47,3.9523174472404716,Suburban,Gold,64,3.75,Morning,Economy,31,85.97357530080251,1.175,1.027027027027027,4.6515688537298825,20.67567567567568
23,2.8021934018688746,Rural,Silver,42,4.55,Night,Economy,87,328.9669925908357,0.575,2.923076923076923,6.6467497484935585,133.84615384615387
57,3.262991278058612,Rural,Regular,92,3.74,Morning,Economy,53,172.62943414987132,1.425,1.9,6.149310234039488,170.75
48,3.0868124968095176,Suburban,Silver,2,4.09,Evening,Economy,85,261.9435328532634,1.2,2.235294117647059,6.556245551986154,168.23529411764704
22,1.8659927139402679,Urban,Gold,39,4.92,Evening,Economy,56,199.0416803252397,0.55,2.2,5.861678581242993,76.00000000000003
60,3.207096731201231,Urban,Silver,37,4.22,Evening,Economy,68,232.2834549147445,1.5,2.0,6.548004702623047,199.99999999999997
94,4.09832769608397,Rural,Regular,0,4.23,Morning,Premium,36,185.311838106628,1.1604938271604939,0.9047619047619048,5.27592851047008,4.997060552616105
43,2.033671478440892,Suburban,Silver,34,4.4,Morning,Premium,24,153.76143970087224,1.075,1.8333333333333333,5.717153255181262,97.08333333333331
97,3.148466777251928,Suburban,Regular,53,4.25,Night,Premium,26,126.4771352873347,1.1975308641975309,2.111111111111111,5.770660337023596,152.81207133058987
47,3.0868124968095176,Rural,Silver,7,4.8,Morning,Economy,173,609.5038276051239,1.175,2.235294117647059,7.3789106675869025,162.64705882352942
39,3.635872280930758,Urban,Silver,72,3.76,Afternoon,Premium,87,287.1624375675698,0.975,1.3571428571428572,5.942740160013797,32.32142857142858
50,4.012805430898135,Suburban,Regular,94,3.81,Evening,Premium,139,406.32480651562713,1.25,0.9743589743589743,6.206339562435164,21.79487179487178
35,3.0868124968095176,Urban,Regular,78,4.4,Evening,Premium,61,249.03711265544783,0.875,2.235294117647059,6.190494270737457,95.58823529411767
28,2.3095478330554635,Suburban,Regular,69,3.86,Evening,Premium,175,620.9016915662245,0.7,1.375,6.527946018023749,10.000000000000016
51,3.7866679764325752,Rural,Regular,98,4.44,Morning,Premium,51,267.0607016773296,1.275,1.1875,6.0047424878788105,51.40625
54,2.7188773334623453,Suburban,Silver,84,4.98,Evening,Premium,172,715.7547930992089,1.35,3.1666666666666665,8.026448502783547,327.50000000000006
